image_id,image_path,official_split,image_width,image_height,image_channels,ma_mask_path,he_mask_path,ex_mask_path,se_mask_path,optic_disc_mask_path,ma_mask_present,he_mask_present,ex_mask_present,se_mask_present,optic_disc_mask_present,ma_foreground_pixels,he_foreground_pixels,ex_foreground_pixels,se_foreground_pixels,optic_disc_foreground_pixels
IDRiD_31,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_31.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_31_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_31_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_31_EX.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_31_SE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_31_OD.tif,1,1,1,1,1,8156,216935,48998,158077,174243
IDRiD_32,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_32.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_32_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_32_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_32_EX.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_32_SE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_32_OD.tif,1,1,1,1,1,6068,86486,84975,39910,213932
IDRiD_33,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_33.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_33_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_33_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_33_EX.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_33_SE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_33_OD.tif,1,1,1,1,1,36212,330744,58229,5571,231467
IDRiD_34,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_34.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_34_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_34_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_34_EX.tif,NA,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_34_OD.tif,1,1,1,0,1,12563,415359,26720,0,186568
IDRiD_35,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_35.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_35_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_35_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_35_EX.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_35_SE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_35_OD.tif,1,1,1,1,1,13997,368997,19873,41300,189183
IDRiD_36,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_36.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_36_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_36_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_36_EX.tif,NA,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_36_OD.tif,1,1,1,0,1,9857,58339,5893,0,219306
IDRiD_37,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_37.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_37_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_37_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_37_EX.tif,NA,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_37_OD.tif,1,1,1,0,1,6464,50017,25759,0,210717
IDRiD_38,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_38.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_38_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_38_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_38_EX.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_38_SE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_38_OD.tif,1,1,1,1,1,9359,14028,12551,18516,250001
IDRiD_39,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_39.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_39_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_39_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_39_EX.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_39_SE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_39_OD.tif,1,1,1,1,1,38066,250350,18733,85288,249331
IDRiD_40,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_40.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_40_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_40_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_40_EX.tif,NA,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_40_OD.tif,1,1,1,0,1,6592,3642,7779,0,282209
IDRiD_41,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_41.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_41_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_41_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_41_EX.tif,NA,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_41_OD.tif,1,1,1,0,1,5486,4266,8250,0,209842
IDRiD_42,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_42.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_42_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_42_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_42_EX.tif,NA,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_42_OD.tif,1,1,1,0,1,2522,4404,25201,0,234967
IDRiD_43,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_43.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_43_MA.tif,NA,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_43_EX.tif,NA,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_43_OD.tif,1,0,1,0,1,914,0,61341,0,221594
IDRiD_44,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_44.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_44_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_44_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_44_EX.tif,NA,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_44_OD.tif,1,1,1,0,1,1932,5906,24798,0,130198
IDRiD_45,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_45.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_45_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_45_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_45_EX.tif,NA,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_45_OD.tif,1,1,1,0,1,2548,13236,47341,0,122675
IDRiD_46,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_46.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_46_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_46_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_46_EX.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_46_SE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_46_OD.tif,1,1,1,1,1,11628,192856,21191,100367,164170
IDRiD_47,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_47.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_47_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_47_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_47_EX.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_47_SE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_47_OD.tif,1,1,1,1,1,3986,68527,38582,33761,319170
IDRiD_48,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_48.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_48_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_48_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_48_EX.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_48_SE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_48_OD.tif,1,1,1,1,1,22353,133197,154434,58746,218943
IDRiD_49,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_49.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_49_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_49_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_49_EX.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_49_SE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_49_OD.tif,1,1,1,1,1,16520,178309,221897,42441,178717
IDRiD_50,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_50.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_50_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_50_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_50_EX.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_50_SE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_50_OD.tif,1,1,1,1,1,5202,34176,120675,36775,182334
IDRiD_51,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_51.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_51_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_51_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_51_EX.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_51_SE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_51_OD.tif,1,1,1,1,1,14362,48296,19228,78562,223408
IDRiD_52,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_52.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_52_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_52_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_52_EX.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_52_SE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_52_OD.tif,1,1,1,1,1,6671,3354,2974,9750,240681
IDRiD_53,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_53.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_53_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_53_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_53_EX.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_53_SE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_53_OD.tif,1,1,1,1,1,26531,91360,10985,9022,192143
IDRiD_54,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_54.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_54_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_54_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_54_EX.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_54_SE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_54_OD.tif,1,1,1,1,1,24011,38734,9450,30804,197479
IDRiD_55,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_55.jpg,TEST,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_55_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_55_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_55_EX.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\4. Soft Exudates\IDRiD_55_SE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_55_OD.tif,1,1,1,1,1,10410,102377,497671,2832,184393
IDRiD_56,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_56.jpg,TEST,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_56_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_56_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_56_EX.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\4. Soft Exudates\IDRiD_56_SE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_56_OD.tif,1,1,1,1,1,10726,204479,13370,58393,174870
IDRiD_57,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_57.jpg,TEST,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_57_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_57_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_57_EX.tif,NA,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_57_OD.tif,1,1,1,0,1,2101,2795,43380,0,231445
IDRiD_58,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_58.jpg,TEST,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_58_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_58_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_58_EX.tif,NA,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_58_OD.tif,1,1,1,0,1,7408,80671,69235,0,246576
IDRiD_59,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_59.jpg,TEST,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\1. Microaneurysms\IDRiD_59_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\2. Haemorrhages\IDRiD_59_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\3. Hard Exudates\IDRiD_59_EX.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\4. Soft Exudates\IDRiD_59_SE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\b. Testing Set\5. Optic Disc\IDRiD_59_OD.tif,1,1,1,1,1,11551,72209,89348,175600,250163
